Unnamed: 0,text,label,timestamp,cleaned_text,sentiment
180,"If I'm honest, I've been nervous since that day even though I said it wasn't....",Anxiety,2024-06-29,if im honest ive been nervous since that day even though i said it wasnt,Positive
181,"Lately, I've been feeling restless and restless. Haihh",Anxiety,2024-06-30,lately ive been feeling restless and restless haihh,Negative
182,"I'm so nervous, why isn't it?",Anxiety,2024-07-01,im so nervous why isnt it,Neutral
183,"The default bat is restless, I don't know why",Anxiety,2024-07-02,the default bat is restless i dont know why,Neutral
184,you know you're restless,Anxiety,2024-07-03,you know youre restless,Neutral
185,"Restless,. Locked in all motion. Whipped in the brain noisy debate about decisions. Make friends with fear and risk",Anxiety,2024-07-04,restless locked in all motion whipped in the brain noisy debate about decisions make friends with fear and risk,Neutral
186,"Wow, I'm getting restless, let's sleep",Anxiety,2024-07-05,wow im getting restless lets sleep,Positive
187,"I swear I'm so nervous, why don't you",Anxiety,2024-07-06,i swear im so nervous why dont you,Neutral
188,"I was a little worried that the afternoon class would actually be able to reach the target. But God just gave a way, wednesday class was moved even though it was a quiz. At least later in the morning you can make out with data until iftar",Anxiety,2024-07-07,i was a little worried that the afternoon class would actually be able to reach the target but god just gave a way wednesday class was moved even though it was a quiz at least later in the morning you can make out with data until iftar,Positive
189,"–¤ When you're anxious or nervous, do you feel like your heart feels weird, doesn't it? Is it just me?",Anxiety,2024-07-08, when youre anxious or nervous do you feel like your heart feels weird doesnt it is it just me,Negative
190,"Come on, come on, let's go... 10 years could be passed before, it's not even a month yet, I'm already restless",Anxiety,2024-07-09,come on come on lets go 10 years could be passed before its not even a month yet im already restless,Neutral
191,"Time is slow for those who wait, too long for those who are restless, and too short for those who are happy",Anxiety,2024-07-10,time is slow for those who wait too long for those who are restless and too short for those who are happy,Positive
192,"Restless, restless, become one. Can't agree. Can't even sleep",Anxiety,2024-07-11,restless restless become one cant agree cant even sleep,Neutral
193,"May May be accompanied by good news. The injured, get well soon. Sorrow turns to love. Quieter anxiety. And prayers that are more patient...#senjamu",Anxiety,2024-07-12,may may be accompanied by good news the injured get well soon sorrow turns to love quieter anxiety and prayers that are more patientsenjamu,Positive
194,"Since then, the chicken cake has been restless and wants to lay eggs.",Anxiety,2024-07-13,since then the chicken cake has been restless and wants to lay eggs,Negative
195,Do not compare yourself to others. Envy only makes restless soul. Be yourself.,Anxiety,2024-07-14,do not compare yourself to others envy only makes restless soul be yourself,Neutral
196,"The 5 dream ones were moved to a new unit, so why isn't the Anjrit so worried?",Anxiety,2024-07-15,the 5 dream ones were moved to a new unit so why isnt the anjrit so worried,Positive
197,"finished for the heart's intention to watch the series, I even thought about it. I'm worried",Anxiety,2024-07-16,finished for the hearts intention to watch the series i even thought about it im worried,Neutral
198,"""No regrets or grudges/angry at things that have passed, and don't put too much anxiety over the record period #COYS",Anxiety,2024-07-17,no regrets or grudgesangry at things that have passed and dont put too much anxiety over the record period coys,Positive
199,"Usually, if you're restless for a long time, surely after that something will happen or not",Anxiety,2024-07-18,usually if youre restless for a long time surely after that something will happen or not,Positive
200,"Have you ever thought of something and then immediately forgot it then thought you were thinking about this bastard, I don't remember it, so I was restless",Anxiety,2024-07-19,have you ever thought of something and then immediately forgot it then thought you were thinking about this bastard i dont remember it so i was restless,Neutral
201,"Dialogue in the morning.. to yourself, restless and restless accompanying it, hoping someone will understand-",Anxiety,2024-07-20,dialogue in the morning to yourself restless and restless accompanying it hoping someone will understand,Neutral
202,I'm the only one who's nervous.,Anxiety,2024-07-21,im the only one whos nervous,Neutral
203,I'm starting to worry,Anxiety,2024-07-22,im starting to worry,Neutral
204,"In my father's family, everyone is smart, I'm sure the expectations for me are also high it makes me very anxious to think about this huhu",Anxiety,2024-07-23,in my fathers family everyone is smart im sure the expectations for me are also high it makes me very anxious to think about this huhu,Positive
205,"Already complete. Disappointed with a broken heart. Produces a sense of restlessness. I don't know, hopefully all of this ends beautifully",Anxiety,2024-07-24,already complete disappointed with a broken heart produces a sense of restlessness i dont know hopefully all of this ends beautifully,Negative
206,"when your bipolar relapse welcome shortness of breath, tremors, anxiety, fear, selfharm etc",Anxiety,2024-07-25,when your bipolar relapse welcome shortness of breath tremors anxiety fear selfharm etc,Positive
207,"How come lately I'm not feeling well, like mellow, not calm, restless",Anxiety,2024-07-26,how come lately im not feeling well like mellow not calm restless,Negative
208,"When you think about it and don't finish it, it feels really restless",Anxiety,2024-07-27,when you think about it and dont finish it it feels really restless,Positive
209,I'm worried.. I'm in a bad mood.. but excited to see law school..,Anxiety,2024-07-28,im worried im in a bad mood but excited to see law school,Negative
210,"Yes, what will happen later :'), I'm worried that I can control my emotions",Anxiety,2024-07-29,yes what will happen later  im worried that i can control my emotions,Neutral
211,"I'm really nervous about choosing between boring or chilling, PLEASE",Anxiety,2024-07-30,im really nervous about choosing between boring or chilling please,Negative
212,"oh my god why have you been a week, you're so nervous, it's really bad aaa",Anxiety,2024-07-31,oh my god why have you been a week youre so nervous its really bad aaa,Negative
213,"people seem calm, happy like there's no problem because only one smile we throw out but sad, restless and anxious millions of which we keep to ourselves, only we know.",Anxiety,2024-08-01,people seem calm happy like theres no problem because only one smile we throw out but sad restless and anxious millions of which we keep to ourselves only we know,Positive
214,"In the past, if you knew there were people who didn't like me, you would immediately be worried, sad, find out why someone didn't like you.",Anxiety,2024-08-02,in the past if you knew there were people who didnt like me you would immediately be worried sad find out why someone didnt like you,Negative
215,"Fearful. Often experiences feelings of extreme worry, sadness, or anxiety.",Anxiety,2024-08-03,fearful often experiences feelings of extreme worry sadness or anxiety,Negative
216,"crazy, why are you nervous? *plays yo-yo*",Anxiety,2024-08-04,crazy why are you nervous plays yoyo,Negative
217,"a lot of work tomorrow a suddenly meeting, stomach acid rises, dizziness, can't sleep, restless. what should i do",Anxiety,2024-08-05,a lot of work tomorrow a suddenly meeting stomach acid rises dizziness cant sleep restless what should i do,Neutral
218,"Unsettled !! That's when there is a test. But face it and get over it. It's been like that since the school days, the present can't be done like that. It could be",Anxiety,2024-08-06,unsettled  thats when there is a test but face it and get over it its been like that since the school days the present cant be done like that it could be,Neutral
219,"Panic, don't know what to panic about. Restless alone, think too",Anxiety,2024-08-07,panic dont know what to panic about restless alone think too,Neutral
220,"I can't stop, my nutmeg pops up eyes that I have to look at when I'm anxious",Anxiety,2024-08-08,i cant stop my nutmeg pops up eyes that i have to look at when im anxious,Negative
221,"I'm really scared, nervous every day…",Anxiety,2024-08-09,im really scared nervous every day,Positive
222,how do you stay calm so nervous after reading this.,Anxiety,2024-08-10,how do you stay calm so nervous after reading this,Positive
223,"Strange. I don't have work today and I have a bit of free time so I can read shrill novels but... it feels weird. I've been nervous about checking the google calendar just in case if I read it wrong. But it's still weird, how about this, like you should be looking for a job to get rid of this feeling.",Anxiety,2024-08-11,strange i dont have work today and i have a bit of free time so i can read shrill novels but it feels weird ive been nervous about checking the google calendar just in case if i read it wrong but its still weird how about this like you should be looking for a job to get rid of this feeling,Negative
224,Is there something that makes me nervous,Anxiety,2024-08-12,is there something that makes me nervous,Neutral
225,"I don't know why, after every Eid prayer, I suddenly feel restless, it's not clear in the end, I'm not in the mood for friendship or what people usually do on Eid :(",Anxiety,2024-08-13,i dont know why after every eid prayer i suddenly feel restless its not clear in the end im not in the mood for friendship or what people usually do on eid ,Negative
226,"If you are stuck sleeping at 11am until set 12. If you are more than that, you will be anxious, why are you?”",Anxiety,2024-08-14,if you are stuck sleeping at 11am until set 12 if you are more than that you will be anxious why are you,Positive
227,"Have you ever been so nervous, scared, and anxious that you want to throw up?",Anxiety,2024-08-15,have you ever been so nervous scared and anxious that you want to throw up,Negative
228,Do not compare yourself to others. Envy only makes restless soul. Be yourself.,Anxiety,2024-08-16,do not compare yourself to others envy only makes restless soul be yourself,Neutral
229,"When I'm done with this, why do I feel so dizzy.... But I swear I don't want to sleep, I'm really nervous when I'm told to sleep.",Anxiety,2024-08-17,when im done with this why do i feel so dizzy but i swear i dont want to sleep im really nervous when im told to sleep,Positive
230,"I don't know whether to be happy or sad. And don't know how long this feeling will last? I'm the one who feels it just great every day coy.. confused about my own feelings. Sllu not calm, restless. But, just give up.. there is God. My son, yes.. Shaina can.",Anxiety,2024-08-18,i dont know whether to be happy or sad and dont know how long this feeling will last im the one who feels it just great every day coy confused about my own feelings sllu not calm restless but just give up there is god my son yes shaina can,Positive
231,"I just want to pass, there are so many obstacles « I'm so tired guyssss I want to rest for a while but I can't seem nervou",Anxiety,2024-08-19,i just want to pass there are so many obstacles  im so tired guyssss i want to rest for a while but i cant seem nervou,Positive
232,"It's true that social media is fun, you have to look for health, if it only makes you nervous, what do you do",Anxiety,2024-08-20,its true that social media is fun you have to look for health if it only makes you nervous what do you do,Positive
233,"Starting to get restless...Others have started praying Isha, I'm not solemn, the cat is getting closer...Finally canceled the prayer to get rid of the cat",Anxiety,2024-08-21,starting to get restlessothers have started praying isha im not solemn the cat is getting closerfinally canceled the prayer to get rid of the cat,Neutral
234,What do you do when you're anxious when you're anxious? i used to write something every time i have a lot of thoughts or worry about things that are not sure... but now... idk what to do </3,Anxiety,2024-08-22,what do you do when youre anxious when youre anxious i used to write something every time i have a lot of thoughts or worry about things that are not sure but now idk what to do 3,Negative
235,I'm so nervous ° [],Anxiety,2024-08-23,im so nervous  ,Neutral
236,I like to worry tbtb,Anxiety,2024-08-24,i like to worry tbtb,Neutral
237,"When you're working on something, and suddenly feel restless and anxious even though nothing's going on...haha what's the matter, my self",Anxiety,2024-08-25,when youre working on something and suddenly feel restless and anxious even though nothings going onhaha whats the matter my self,Negative
238,Don't worry about it,Anxiety,2024-08-26,dont worry about it,Neutral
239,very nervous :'),Anxiety,2024-08-27,very nervous ,Positive
240,"I like not knowing myself. Having a mentality that is very easy to get down, often feels worried or anxious, has difficulty controlling thoughts, is very easily hurt. Sometimes what makes us suffer is to think too much about what other people say.",Anxiety,2024-08-28,i like not knowing myself having a mentality that is very easy to get down often feels worried or anxious has difficulty controlling thoughts is very easily hurt sometimes what makes us suffer is to think too much about what other people say,Positive
241,"I'm confused when I've finished something, what's next? I feel like everything is already there, but what's missing? The default is restless",Anxiety,2024-08-29,im confused when ive finished something whats next i feel like everything is already there but whats missing the default is restless,Negative
242,"Honestly, from the past until now, since the last 4 years, my biggest enemy in writing is anxiety. There is no such detailed reason, it's just that I suddenly get nervous and it's not clear, so sometimes if it's really bad it can stop writing for months.",Anxiety,2024-08-30,honestly from the past until now since the last 4 years my biggest enemy in writing is anxiety there is no such detailed reason its just that i suddenly get nervous and its not clear so sometimes if its really bad it can stop writing for months,Positive
243,I'm even worried about myself :((,Anxiety,2024-08-31,im even worried about myself ,Neutral
244,"people seem calm, happy like there's no problem because only one smile we throw out but sad, restless and anxious millions of which we keep to ourselves, only we know.",Anxiety,2024-09-01,people seem calm happy like theres no problem because only one smile we throw out but sad restless and anxious millions of which we keep to ourselves only we know,Positive
245,"She worries a lot, so she cries a lot.",Anxiety,2024-09-02,she worries a lot so she cries a lot,Neutral
246,"troubled, restless heart, restless soul.",Anxiety,2024-09-03,troubled restless heart restless soul,Negative
247,why did I feel so nervous earlier?,Anxiety,2024-09-04,why did i feel so nervous earlier,Neutral
248,"I'm really restless when I just wake up, I feel like I immediately get bad thoughts and it's really every day",Anxiety,2024-09-05,im really restless when i just wake up i feel like i immediately get bad thoughts and its really every day,Negative
249,oh my god so nervous,Anxiety,2024-09-06,oh my god so nervous,Neutral
250,"Feeling anxious like this, every time you want to work, you have to feel anxious and not calm",Anxiety,2024-09-07,feeling anxious like this every time you want to work you have to feel anxious and not calm,Negative
251,"Even though I am calm like a fish, I am restless like a wave in the ocean. - RUMI..#MCO3",Anxiety,2024-09-08,even though i am calm like a fish i am restless like a wave in the ocean  rumimco3,Positive
252,"guys, how do you feel, every day you feel like you're really worried about your thesis, the trial schedule for August is great and until now it's still floating, you want to make revisions like your brain is empty, but every day you're so worried that you're shaking",Anxiety,2024-09-09,guys how do you feel every day you feel like youre really worried about your thesis the trial schedule for august is great and until now its still floating you want to make revisions like your brain is empty but every day youre so worried that youre shaking,Positive
253,Restless and restless.. Mboh... lah..,Anxiety,2024-09-10,restless and restless mboh lah,Neutral
254,Other people don't know I feel anxious every day.,Anxiety,2024-09-11,other people dont know i feel anxious every day,Negative
255,umami mami mami this heart is restless,Anxiety,2024-09-12,umami mami mami this heart is restless,Neutral
256,"I wake up this feeling of restlessness, the title is... I sleep late, I still wake up in the morning",Anxiety,2024-09-13,i wake up this feeling of restlessness the title is i sleep late i still wake up in the morning,Negative
257,"a little anxious, a lot afraid",Anxiety,2024-09-14,a little anxious a lot afraid,Negative
258,I'm afraid the anxiety is too much because I'm already in the phase of being really scared,Anxiety,2024-09-15,im afraid the anxiety is too much because im already in the phase of being really scared,Negative
259,"What exactly is making me nervous, please, tell me!",Anxiety,2024-09-16,what exactly is making me nervous please tell me,Positive
260,"a few days ago restless, today menses. I've just read that restlessness is a symptom of PMS. so who gave this anxiety, thesis or pms?",Anxiety,2024-09-17,a few days ago restless today menses ive just read that restlessness is a symptom of pms so who gave this anxiety thesis or pms,Negative
261,"Oh, I'm so nervous, bro :(",Anxiety,2024-09-18,oh im so nervous bro ,Neutral
262,"Eid is getting closer. Oh God, I feel so lazy to meet a big family, I'm too lazy to ask a lot of questions, it's not okay, I'm not comfortable, I'm really worried, fuck the life",Anxiety,2024-09-19,eid is getting closer oh god i feel so lazy to meet a big family im too lazy to ask a lot of questions its not okay im not comfortable im really worried fuck the life,Negative
263,"Suddenly restless, not even 5 minutes immediately severe nausea. It's true that stomach acid is the fastest way to get sick if you have thoughts ' »",Anxiety,2024-09-20,suddenly restless not even 5 minutes immediately severe nausea its true that stomach acid is the fastest way to get sick if you have thoughts  ,Negative
264,What is the sign of restlessness -_-,Anxiety,2024-09-21,what is the sign of restlessness _,Neutral
265,"They say I'm strong, I'm stoned, I always have panic attacks when I'm restless at night, it's not clear who knows, I don't leave my room all day because I'm so tired, I'm so tired, some people care, they say I'm lazy, even though they don't know why I'm like that. It seems like my mental health is not important",Anxiety,2024-09-22,they say im strong im stoned i always have panic attacks when im restless at night its not clear who knows i dont leave my room all day because im so tired im so tired some people care they say im lazy even though they dont know why im like that it seems like my mental health is not important,Negative
266,"so please be worried, what version will I get ™‚",Anxiety,2024-09-23,so please be worried what version will i get ,Neutral
267,restless and agitated,Anxiety,2024-09-24,restless and agitated,Neutral
268,"For the past few days, he's been a bit restless, he's not calm like that.",Anxiety,2024-09-25,for the past few days hes been a bit restless hes not calm like that,Negative
269,"I swear I'm nervous, why are you?",Anxiety,2024-09-26,i swear im nervous why are you,Neutral
270,"I've been so restless all day, why is it even though there's nothing... calm after praying, after that, I'm restless again",Anxiety,2024-09-27,ive been so restless all day why is it even though theres nothing calm after praying after that im restless again,Positive
271,"It's so toxic, every night I'm always afraid of forgetting to do something I'm so nervous gt anjr",Anxiety,2024-09-28,its so toxic every night im always afraid of forgetting to do something im so nervous gt anjr,Negative
272,"Today's energy is very heavy. You have to go to the doctor, have an ultrasound, then an X-ray. The results will be known tomorrow. Ugh, so worried.",Anxiety,2024-09-29,todays energy is very heavy you have to go to the doctor have an ultrasound then an xray the results will be known tomorrow ugh so worried,Negative
273,"Time is slow for those who wait, too long for those who are restless, and too short for those who are happy. ",Anxiety,2024-09-30,time is slow for those who wait too long for those who are restless and too short for those who are happy ,Positive
274,Feeling restless is the worst thing .ever.,Anxiety,2024-10-01,feeling restless is the worst thing ever,Negative
275,"Every night before this night, I always worry about what drama will happen tonight, my baby boy If there's no husband, this is really crazy",Anxiety,2024-10-02,every night before this night i always worry about what drama will happen tonight my baby boy if theres no husband this is really crazy,Negative
276,"Why be afraid of pain when all of our feelings can be created!.. There will always be calm, on the sidelines of anxiety waiting to subside...",Anxiety,2024-10-03,why be afraid of pain when all of our feelings can be created there will always be calm on the sidelines of anxiety waiting to subside,Negative
277,I'm so worried why yh.,Anxiety,2024-10-04,im so worried why yh,Neutral
278,"Restless restlessness accompanied, hoping someone would understand, wishing he wasn't here.",Anxiety,2024-10-05,restless restlessness accompanied hoping someone would understand wishing he wasnt here,Neutral
279,"I'm so nervous, I'm hungry too Bismillah yaa",Anxiety,2024-10-06,im so nervous im hungry too bismillah yaa,Neutral
280,Say! Are you worried about your health? Any tips so you don't worry too much?,Anxiety,2024-10-07,say are you worried about your health any tips so you dont worry too much,Positive
281,"I don't feel good, I'm not calm, I'm just restless :( let's do a lot of dhikr",Anxiety,2024-10-08,i dont feel good im not calm im just restless  lets do a lot of dhikr,Positive
282,I'm a bit scared and nervous...,Anxiety,2024-10-09,im a bit scared and nervous,Neutral
283,starting to get restless with life's journey like this,Anxiety,2024-10-10,starting to get restless with lifes journey like this,Neutral
284,restless eh,Anxiety,2024-10-11,restless eh,Neutral
285,Why am I so nervous?!!!,Anxiety,2024-10-12,why am i so nervous,Neutral
286,how do you get rid of anxiety,Anxiety,2024-10-13,how do you get rid of anxiety,Neutral
287,"I'm so restless, why isn't it",Anxiety,2024-10-14,im so restless why isnt it,Neutral
288,Why are you so worried since yesterday...,Anxiety,2024-10-15,why are you so worried since yesterday,Neutral
289,"O Allah, I just ask for a safe and peaceful life without being haunted by anxiety, O Allah",Anxiety,2024-10-16,o allah i just ask for a safe and peaceful life without being haunted by anxiety o allah,Positive
290,"For a long time, my heart feels like it's going to burst when it's restless",Anxiety,2024-10-17,for a long time my heart feels like its going to burst when its restless,Negative
291,"Now, he's always anxious every day, it feels like he's waiting for a thesis trial, you know. I understand it feels nervous, worried, afraid. what's the difference now that you don't know what you're worried about",Anxiety,2024-10-18,now hes always anxious every day it feels like hes waiting for a thesis trial you know i understand it feels nervous worried afraid whats the difference now that you dont know what youre worried about,Negative
292,The habit of being anxious is clear,Anxiety,2024-10-19,the habit of being anxious is clear,Negative
294,sleep but restless. understand?,Anxiety,2024-10-21,sleep but restless understand,Neutral
295,"I'm nervous but I don't know why, it's really not that good, I've been nervous. Hope all is well",Anxiety,2024-10-22,im nervous but i dont know why its really not that good ive been nervous hope all is well,Positive
296,"Anjir is so restless today, what's wrong?",Anxiety,2024-10-23,anjir is so restless today whats wrong,Negative
297,"The restlessness that hit, really disturbs the atmosphere",Anxiety,2024-10-24,the restlessness that hit really disturbs the atmosphere,Positive
298,"Shit! I'm addicted to playing cellphones so that if I don't have a cellphone, I feel restless. How do you get rid of it",Anxiety,2024-10-25,shit im addicted to playing cellphones so that if i dont have a cellphone i feel restless how do you get rid of it,Negative
299,"um! Pls, how do I feel afraid to go out of the house because I'm afraid to meet people, I don't know why, even though I wasn't like this before, I used to be nervous, then I'm so anxious I'm so sweaty",Anxiety,2024-10-26,um pls how do i feel afraid to go out of the house because im afraid to meet people i dont know why even though i wasnt like this before i used to be nervous then im so anxious im so sweaty,Negative
300,Why are you so nervous :(((,Anxiety,2024-10-27,why are you so nervous ,Neutral
301,"It seems like I'm really at the anxiety stage every time I open WhatsApp. It feels really anxious, scared, nervous, feeling guilty, feeling useless. I want to disappear, but discussing assignments and exhibitions there, all of them...",Anxiety,2024-10-28,it seems like im really at the anxiety stage every time i open whatsapp it feels really anxious scared nervous feeling guilty feeling useless i want to disappear but discussing assignments and exhibitions there all of them,Negative
302,"That's if you're worried/worried, the parno is too much. ^^",Anxiety,2024-10-29,thats if youre worriedworried the parno is too much ,Positive
303,very nervous,Anxiety,2024-10-30,very nervous,Positive
304,Restless restlessness accompanies,Anxiety,2024-10-31,restless restlessness accompanies,Neutral
305,hello? buddy it's been a long time since jbjb mutual. My account still looks like an RT bot huh .. tbh lately I've been feeling tired. Anxiety always comes suddenly for no reason so I think I hate myself even more. even yesterday i got to the point where the thought of hurting myself came to my brain,Anxiety,2024-11-01,hello buddy its been a long time since jbjb mutual my account still looks like an rt bot huh  tbh lately ive been feeling tired anxiety always comes suddenly for no reason so i think i hate myself even more even yesterday i got to the point where the thought of hurting myself came to my brain,Negative
306,-11fess starts again every night is restless :)))),Anxiety,2024-11-02,11fess starts again every night is restless ,Neutral
307,"One by one the family (women) who were almost the same age as Mama died. and the average below mama. starting to worry.....hope you are always healthy, ma ™",Anxiety,2024-11-03,one by one the family women who were almost the same age as mama died and the average below mama starting to worryhope you are always healthy ma ,Positive
308,"It used to be beautiful. But now it's real. Feels restless, restless, etc.;(",Anxiety,2024-11-04,it used to be beautiful but now its real feels restless restless etc,Positive
309,"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",Anxiety,2024-11-05,no regrets or grudgesangry at things that have passed and not worrying too much about the future thats true serenity,Positive
310,"Can't sleep because I'm worried it's not really good, I can't take it to watch too",Anxiety,2024-11-06,cant sleep because im worried its not really good i cant take it to watch too,Negative
311,Seems like it's a lot of sin when you're so restless,Anxiety,2024-11-07,seems like its a lot of sin when youre so restless,Neutral
312,"Shit, worry again, throw up again!",Anxiety,2024-11-08,shit worry again throw up again,Negative
313,how about a prolonged period of anxiety..,Anxiety,2024-11-09,how about a prolonged period of anxiety,Neutral
314,"My mind is really divided, until I fell asleep like I was feeling anxious, but I don't know what to worry about.",Anxiety,2024-11-10,my mind is really divided until i fell asleep like i was feeling anxious but i dont know what to worry about,Negative
315,"There is excessive anxiety today, .And, there is another.",Anxiety,2024-11-11,there is excessive anxiety today and there is another,Negative
316,"I really do this istikhara prayer. The excitement is not crazy, I'm really worried",Anxiety,2024-11-12,i really do this istikhara prayer the excitement is not crazy im really worried,Positive
317,"Fwb, how do you calm a restless heart? It's not a boy problem. I'm f20",Anxiety,2024-11-13,fwb how do you calm a restless heart its not a boy problem im f20,Positive
318,The combination of anxiety and anxiety gives me a terrible headache..,Anxiety,2024-11-14,the combination of anxiety and anxiety gives me a terrible headache,Negative
319,Very worried,Anxiety,2024-11-15,very worried,Positive
320,"worry too much at this hour, God is so annoying",Anxiety,2024-11-16,worry too much at this hour god is so annoying,Negative
321,Tired of being restless every day :'(,Anxiety,2024-11-17,tired of being restless every day ,Negative
322,Too nervous,Anxiety,2024-11-18,too nervous,Neutral
323,"every time you gassy, ​​atine must be restless,, ono sing koyo ngono ga??",Anxiety,2024-11-19,every time you gassy atine must be restless ono sing koyo ngono ga,Neutral
324,The default is so restless haha,Anxiety,2024-11-20,the default is so restless haha,Positive
325,Confused since yesterday feeling restless but don't know what to worry about,Anxiety,2024-11-21,confused since yesterday feeling restless but dont know what to worry about,Negative
326,Q: Does anyone know of a sedative so you don't get excited? I wake up restless every time I don't know why or do I have any other suggestions so that it doesn't continue like this. thank you,Anxiety,2024-11-22,q does anyone know of a sedative so you dont get excited i wake up restless every time i dont know why or do i have any other suggestions so that it doesnt continue like this thank you,Positive
327,I'm dancing on the edge of restlessness,Anxiety,2024-11-23,im dancing on the edge of restlessness,Neutral
328,"Yoo, why are you nervous, yo",Anxiety,2024-11-24,yoo why are you nervous yo,Neutral
329,"Every time I hear that my friend wants to go to trial, I like to be nervous, it's not clear, I need to hurry to clean it too, but if I'm in a hurry because I see people are afraid, it's not really right :( wkwkwk",Anxiety,2024-11-25,every time i hear that my friend wants to go to trial i like to be nervous its not clear i need to hurry to clean it too but if im in a hurry because i see people are afraid its not really right  wkwkwk,Negative
330,"It's anjir, the past few days it's been really messy, so I'm nervous why the assignments don't show up . Usually Monday/Tuesday there are assignments and the deadline is Wednesday/Thursday -_-",Anxiety,2024-11-26,its anjir the past few days its been really messy so im nervous why the assignments dont show up  usually mondaytuesday there are assignments and the deadline is wednesdaythursday _,Negative
331,"I want to ask, but I'm afraid. If you don't ask, you'll get even more restless",Anxiety,2024-11-27,i want to ask but im afraid if you dont ask youll get even more restless,Negative
332,Waiting anxiously,Anxiety,2024-11-28,waiting anxiously,Negative
333,but my heart is still restless even though my mouth is talking,Anxiety,2024-11-29,but my heart is still restless even though my mouth is talking,Neutral
334,Don't worry even more about this dog,Anxiety,2024-11-30,dont worry even more about this dog,Positive
335,"Haven't prayed yet so restless, want to pray still lazy. Astaghfirullah",Anxiety,2024-12-01,havent prayed yet so restless want to pray still lazy astaghfirullah,Negative
336,why are you so nervous have mixed feelings,Anxiety,2024-12-02,why are you so nervous have mixed feelings,Neutral
337,Why are you so nervous ²,Anxiety,2024-12-03,why are you so nervous ²,Neutral
338,even though I don't miss anyone but I'm still restless,Anxiety,2024-12-04,even though i dont miss anyone but im still restless,Neutral
339,"This is how it feels.. not calm, restless don't know why, I wake up and wake up, my heart feels like it's piling up thinking about something..",Anxiety,2024-12-05,this is how it feels not calm restless dont know why i wake up and wake up my heart feels like its piling up thinking about something,Negative
340,Feeling restless,Anxiety,2024-12-06,feeling restless,Neutral
341,"Panic, restlessness right now “ˆ",Anxiety,2024-12-07,panic restlessness right now ˆ,Positive
342,"I just want to sleep, oh God, I'm not even sure it's clear",Anxiety,2024-12-08,i just want to sleep oh god im not even sure its clear,Positive
343,very restless,Anxiety,2024-12-09,very restless,Positive
344,"don't want to sleep, don't be restless far",Anxiety,2024-12-10,dont want to sleep dont be restless far,Positive
345,"Want to sleep, all restless",Anxiety,2024-12-11,want to sleep all restless,Neutral
346,"I get traumatized. when he was a child, he was said to be ugly because he had a mole. When I grew up around high school I was also said to be ugly with a guy. Do you have a mole, is it a defect? is it a mistake i have a mole? I don't know why lately I'm starting to worry about this problem again",Anxiety,2024-12-12,i get traumatized when he was a child he was said to be ugly because he had a mole when i grew up around high school i was also said to be ugly with a guy do you have a mole is it a defect is it a mistake i have a mole i dont know why lately im starting to worry about this problem again,Negative
347,I shouldn't worry about fate. Because even a leaf God has arranged to fall when and where,Anxiety,2024-12-13,i shouldnt worry about fate because even a leaf god has arranged to fall when and where,Neutral
348,"[Cm] Please calm me down, friends â. Say ""it's okay"" if my research is taking a long time. ""It's okay"" if you haven't written a thesis yet. ""It's okay"" if graduation is a bit behind the plan. Is that okay??? â. I'm starting to get restless myself :(( my research is already 5 months because (+2 months internship)ðŸ˜",Anxiety,2024-12-14,cm please calm me down friends â say its okay if my research is taking a long time its okay if you havent written a thesis yet its okay if graduation is a bit behind the plan is that okay â im starting to get restless myself  my research is already 5 months because 2 months internshipðÿ,Positive
349,"When “relying on yourself” is the best answer to forget anger, anxiety, and disappointment",Anxiety,2024-12-15,when relying on yourself is the best answer to forget anger anxiety and disappointment,Negative
350,2 weeks until the exam and already starting to get restless and have a lot of thoughts,Anxiety,2024-12-16,2 weeks until the exam and already starting to get restless and have a lot of thoughts,Neutral
351,"Why is it that if there are a lot of people talking in front of the house, there are too many motorbikes that pass by, the feeling is immediately restless, afraid, gt",Anxiety,2024-12-17,why is it that if there are a lot of people talking in front of the house there are too many motorbikes that pass by the feeling is immediately restless afraid gt,Negative
352,"Usually every night when you're alone you're restless, it's calm. It feels so different.",Anxiety,2024-12-18,usually every night when youre alone youre restless its calm it feels so different,Positive
353,"you can worry, you can worry. no one forbids.",Anxiety,2024-12-19,you can worry you can worry no one forbids,Neutral
354,duhh why am I worried tbtb,Anxiety,2024-12-20,duhh why am i worried tbtb,Neutral
355,"I'm tired, aren't I, lately I've been nervous about something, I want to hurry up and wait for the time to come and then it's over huh '‹",Anxiety,2024-12-21,im tired arent i lately ive been nervous about something i want to hurry up and wait for the time to come and then its over huh ,Negative
356,I'm worried about speed,Anxiety,2024-12-22,im worried about speed,Neutral
357,"Happiness and sadness move in one door, no need to worry about this life process.",Anxiety,2024-12-23,happiness and sadness move in one door no need to worry about this life process,Positive
358,"Don't worry, your story is written by the best screenwriter",Anxiety,2024-12-24,dont worry your story is written by the best screenwriter,Positive
359,Vala lage na ar,Anxiety,2024-12-25,vala lage na ar,Neutral
360,Mama eto pera kan life e,Anxiety,2024-12-26,mama eto pera kan life e,Neutral
361,Fuck the life,Anxiety,2024-12-27,fuck the life,Negative
362,Go to hell,Anxiety,2024-12-28,go to hell,Neutral
363,Fucking hate you,Anxiety,2024-12-29,fucking hate you,Negative
